id,text,label
78,Headache no shortness of breath or chest pain,self-monitor
2659,worsening shortness of breath started intermittently,urgent-care
4225,Severe bleeding started suddenly,emergency
2957,moderate chest pain started intermittently,urgent-care
4560,Suspected stroke started suddenly,emergency
2777,severe abdominal pain started 1 day.,urgent-care
3362,Worsening shortness of breath,urgent-care
3743,I am 25 years old sudden dizziness started a week,urgent-care
3707,Difficulty breathing.,urgent-care
592,joint pain,self-monitor
1768,I'm 62 severe sore throat and muscle ache since this morning.,doctor
3263,fainting,urgent-care
305,Sore throat since this morning no shortness of breath or chest pain.,self-monitor
1763,productive cough and nausea intermittently,doctor
3441,Severe vomiting,urgent-care
297,Began after eating: sneezing for 2 days hit head on the floor.,self-monitor
4625,after the accident: unconscious call emergency services.,emergency
2572,Fainting,urgent-care
4967,Unconscious started suddenly,emergency
3252,severe vomiting started 2 days need urgent check following a car accident,urgent-care
455,joint pain intermittently no shortness of breath or chest pain,self-monitor
4724,Unconscious started suddenly,emergency
4554,slurred speech call emergency services,emergency
2055,A 70-year-old ear pain and muscle ache for 2 days symptoms are getting worse,doctor
354,Mild stomach pain for 1 day,self-monitor
4717,Slurred speech started suddenly.,emergency
1849,woke up with: significant weight loss for 3 days,doctor
3428,high fever with rash started 2 days need urgent check,urgent-care
1395,I am 25 years old significant weight loss and sore throat for 1 day,doctor
693,A 70-year-old nausea for a week,self-monitor
4218,difficulty breathing started suddenly,emergency
4416,difficulty breathing started suddenly,emergency
2928,confusion started several hours,urgent-care
2949,Fainting,urgent-care
4088,Severe chest pain,emergency
2829,A 70-year-old high fever with rash started 3 days,urgent-care
3123,After exercise: dehydration started several hours,urgent-care
4511,very low blood pressure,emergency
4581,sudden confusion started suddenly,emergency
3405,Age 18 severe vomiting started intermittently,urgent-care
1097,sneezing no shortness of breath or chest pain,self-monitor
3470,difficulty breathing need urgent check.,urgent-care
3288,moderate chest pain started since this morning need urgent check,urgent-care
2154,high fever and tiredness for several hours,doctor
2773,high fever with rash started several hours,urgent-care
934,mild stomach pain since this morning,self-monitor
2365,vomiting and joint pain since this morning.,doctor
831,watery eyes,self-monitor
3003,confusion.,urgent-care
4373,Very low blood pressure started suddenly.,emergency
2279,productive cough and fatigue since yesterday.,doctor
629,Started gradually: A 40-year-old sore throat,self-monitor
4713,Very low blood pressure,emergency
966,Began after eating: chills,self-monitor
2173,vision changes for several hours.,doctor
4319,seizure started suddenly call emergency services cut while working,emergency
4941,Sudden confusion started suddenly,emergency
2627,started gradually: fainting need urgent check,urgent-care
2080,Productive cough and muscle ache since this morning,doctor
1527,began after eating: severe sore throat for several hours symptoms are getting worse.,doctor
105,started suddenly: mild cough,self-monitor
3229,dehydration started 3 days,urgent-care
239,Watery eyes no shortness of breath or chest pain,self-monitor
2710,moderate chest pain started a week,urgent-care
1809,severe sore throat and runny nose since this morning,doctor
3938,slurred speech started suddenly,emergency
3481,Woke up with: I am 25 years old high fever with rash started since this morning.,urgent-care
679,dizziness no shortness of breath or chest pain.,self-monitor
4621,slurred speech started suddenly,emergency
47,back ache for a week no shortness of breath or chest pain,self-monitor
3798,Slurred speech call emergency services,emergency
4241,Started suddenly: severe head trauma started suddenly loss of consciousness,emergency
361,dizziness intermittently.,self-monitor
1670,I am 25 years old persistent bleeding and mild stomach pain for 3 days.,doctor
619,Stuffy nose no shortness of breath or chest pain,self-monitor
1039,A child aged 8 nausea,self-monitor
2814,I am 25 years old fainting started a week,urgent-care
436,Nausea,self-monitor
4555,Sudden confusion loss of consciousness,emergency
851,I'm 62 nausea no shortness of breath or chest pain.,self-monitor
2923,Sudden dizziness,urgent-care
3778,severe bleeding.,emergency
2463,New lump and nausea since yesterday,doctor
2803,high fever with rash,urgent-care
3525,dehydration,urgent-care
684,Itchy eyes no shortness of breath or chest pain.,self-monitor
1405,Vomiting and runny nose for a week symptoms are getting worse.,doctor
2194,persistent bleeding for several hours symptoms are getting worse,doctor
371,Nausea,self-monitor
1506,significant weight loss and nausea for 1 day,doctor
3311,Worsening shortness of breath started intermittently need urgent check,urgent-care
1933,Age 18 worsening cough and low fever for a week symptoms are getting worse,doctor
1968,Started suddenly: A 40-year-old persistent fever for a week.,doctor
2553,Dehydration started 2 days need urgent check.,urgent-care
3198,Age 18 dehydration started several hours need urgent check.,urgent-care
425,Dizziness,self-monitor
3869,severe chest pain,emergency
3377,Moderate chest pain,urgent-care
4633,Unconscious started suddenly,emergency
3350,Dehydration need urgent check,urgent-care
2217,vision changes and mild cough intermittently,doctor
466,Muscle ache,self-monitor
1238,I'm 62 mild cough,self-monitor
2922,moderate chest pain,urgent-care
3899,seizure loss of consciousness,emergency
4144,Started gradually: seizure started suddenly call emergency services,emergency
3508,Confusion started 2 days need urgent check,urgent-care
611,mild cough for 1 day,self-monitor
3169,I am 25 years old moderate chest pain,urgent-care
417,started suddenly: mild stomach pain for a week,self-monitor
4296,Severe head trauma started suddenly,emergency
4497,severe bleeding,emergency
2583,Difficulty breathing started 3 days need urgent check,urgent-care
3950,Difficulty breathing,emergency
1715,Ear pain and itchy eyes intermittently,doctor
2698,moderate chest pain started 1 day.,urgent-care
356,itchy eyes intermittently no shortness of breath or chest pain.,self-monitor
1288,I am 25 years old productive cough and joint pain for a week.,doctor
533,I'm 62 chills,self-monitor
3773,Sudden confusion started suddenly loss of consciousness,emergency
4568,severe bleeding started suddenly.,emergency
749,lightheadedness for a week no shortness of breath or chest pain,self-monitor
635,muscle ache for several hours no shortness of breath or chest pain.,self-monitor
2366,A 40-year-old ear pain for 2 days,doctor
4166,unconscious started suddenly.,emergency
1626,woke up with: vomiting and stuffy nose intermittently,doctor
1955,Age 18 persistent fever and stuffy nose since this morning.,doctor
2734,difficulty breathing started since this morning,urgent-care
774,itchy eyes no shortness of breath or chest pain.,self-monitor
3059,moderate chest pain started 3 days need urgent check,urgent-care
1474,abdominal pain for 2 days,doctor
1017,I'm 62 nausea,self-monitor
1728,persistent fever and diarrhea intermittently,doctor
1878,A child aged 8 sinus pain and back ache for a week.,doctor
1522,A 70-year-old strong cough for several hours.,doctor
705,back ache,self-monitor
3207,Confusion,urgent-care
702,I am 25 years old diarrhea for a week,self-monitor
925,dizziness no shortness of breath or chest pain,self-monitor
4442,Seizure started suddenly,emergency
1222,Chills,self-monitor
95,nausea,self-monitor
3694,fainting,urgent-care
1629,New lump and back ache intermittently,doctor
2843,Sudden dizziness,urgent-care
2808,Began after eating: fainting started 3 days,urgent-care
2029,strong cough and stuffy nose for 2 days,doctor
558,Age 18 watery eyes for several hours.,self-monitor
221,watery eyes for 2 days no shortness of breath or chest pain.,self-monitor
1549,significant weight loss and chills for 3 days symptoms are getting worse,doctor
3925,started gradually: slurred speech.,emergency
674,Headache for 2 days.,self-monitor
1431,Abdominal pain intermittently,doctor
3413,dehydration need urgent check,urgent-care
4454,very low blood pressure,emergency
733,muscle ache no shortness of breath or chest pain,self-monitor
2183,Began after eating: severe sore throat and mild cough since this morning.,doctor
4806,suspected stroke,emergency
42,Runny nose.,self-monitor
568,chills no shortness of breath or chest pain.,self-monitor
2092,vomiting and stuffy nose intermittently symptoms are getting worse,doctor
675,Watery eyes since yesterday no shortness of breath or chest pain,self-monitor
1081,after the accident: A 70-year-old itchy eyes for 1 day.,self-monitor
2449,Persistent bleeding and lightheadedness for 2 days,doctor
3113,fainting need urgent check.,urgent-care
779,I am 25 years old itchy eyes since yesterday.,self-monitor
3257,A 70-year-old worsening shortness of breath started since this morning.,urgent-care
3994,Very low blood pressure,emergency
4059,severe bleeding started suddenly cut while working.,emergency
4379,Suspected stroke call emergency services,emergency
328,Nausea,self-monitor
830,Sneezing,self-monitor
4780,seizure call emergency services,emergency
4121,sudden confusion call emergency services.,emergency
2708,severe vomiting started a week need urgent check,urgent-care
4654,severe bleeding.,emergency
454,Itchy eyes no shortness of breath or chest pain,self-monitor
2129,severe sore throat and back ache for several hours,doctor
4652,started suddenly: difficulty breathing.,emergency
756,A 40-year-old low fever no shortness of breath or chest pain,self-monitor
1400,I am 25 years old worsening cough for a week,doctor
3578,fainting started several hours,urgent-care
396,back ache no shortness of breath or chest pain.,self-monitor
1134,watery eyes no shortness of breath or chest pain,self-monitor
4982,very low blood pressure started suddenly call emergency services,emergency
1287,Vomiting intermittently symptoms are getting worse.,doctor
3315,Severe vomiting,urgent-care
4220,seizure started suddenly,emergency
1895,Severe sore throat for a week,doctor
3662,high fever with rash need urgent check sustained blunt trauma,urgent-care
